SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
13             0              12             0              0              0              2              1              1635           0              0              2              32/126         4180           
12             0              12             0              0              0              3              2              1365           0              0              2              27/126         3765           
14             0              12             0              0              0              5              4              1380           0              0              2              32/126         3975           
12             0              12             0              0              0              6              5              1630           0              0              2              30/126         4080           
12             0              12             0              0              0              9              8              1540           0              0              2              31/126         4040           
12             0              12             0              0              0              3              2              1590           0              0              2              31/126         4090           
17             0              12             0              0              0              4              3              1345           0              0              2              29/126         3845           
12             0              12             0              0              0              2              1              1500           0              0              2              27/126         3795           
14             0              12             0              0              0              3              2              1355           0              0              2              30/126         3855           
14             0              12             0              0              0              4              3              1985           0              0              2              32/126         4535           
14             0              12             0              0              0              3              2              1820           0              0              2              34/111         4470           
14             0              12             0              0              0              4              3              1560           0              0              2              30/126         4010           
14             0              12             0              0              0              6              5              1900           0              0              2              33/126         4490           
14             0              12             0              0              0              3              2              1740           0              0              2              30/126         4190           
13             0              12             0              0              0              7              6              1800           0              0              2              30/126         4250           
12             0              12             0              0              0              1              0              1360           0              0              2              30/126         3810           
12             0              12             0              0              0              1              0              1525           0              0              2              34/126         4170           
14             0              12             0              0              0              4              3              1695           0              0              2              31/126         4195           
12             0              12             0              0              0              3              2              1505           0              0              2              28/126         3855           
12             0              12             0              0              0              3              2              1650           0              0              2              32/126         4195           
14             0              12             0              0              0              6              5              1615           0              0              2              30/126         4060           
13             0              12             0              0              0              5              4              1585           0              0              2              32/126         4135           
13             0              12             0              0              0              3              2              1425           0              0              2              29/126         3825           
13             0              12             0              0              0              5              4              1800           0              0              2              32/126         4345           
12             0              12             0              0              0              2              1              1515           0              1              2              30/126         3960           
12             0              12             0              0              0              3              2              1660           0              0              2              33/126         4310           
12             0              12             0              0              0              4              3              1640           0              0              2              31/126         4135           
13             0              12             0              0              0              2              1              1430           0              0              2              32/126         4030           
13             0              12             0              0              0              2              1              1700           0              0              2              32/126         4245           
12             0              12             0              0              0              2              1              1585           0              0              2              31/126         4085           
13             0              12             0              0              0              2              1              1735           0              1              2              33/126         4335           
13             0              12             0              0              0              3              2              1620           0              0              2              28/126         3970           
12             0              12             0              0              0              3              2              1465           0              0              2              27/126         3765           
12             0              12             0              0              0              5              4              1815           0              0              2              31/126         4315           
14             0              12             0              0              0              4              3              1660           0              0              2              32/126         4210           
16             0              12             0              0              0              5              4              1715           0              0              2              30/126         4165           
13             0              12             0              0              0              2              1              1445           0              0              2              29/126         3845           
14             0              12             0              0              0              4              3              1500           0              0              2              30/126         3950           
13             0              12             0              0              0              3              2              1440           0              2              2              32/126         4040           
12             0              12             0              0              0              3              2              1560           0              0              2              31/126         4060           
14             0              12             0              0              0              1              0              1890           0              0              2              32/126         4440           
12             0              12             0              0              0              7              6              1675           0              0              2              33/126         4275           
12             0              12             0              0              0              3              2              1730           0              0              2              31/126         4280           
12             0              12             0              0              0              5              4              1185           0              0              2              26/126         3585           
12             0              12             0              0              0              8              7              1440           0              0              2              30/126         3890           
12             0              12             0              0              0              2              1              1585           0              0              2              30/126         4035           
13             0              12             0              0              0              6              5              1775           0              0              2              30/126         4225           
13             0              12             0              0              0              4              3              1550           0              0              2              29/126         3950           
12             0              12             0              0              0              4              3              1745           0              0              2              32/126         4295           
12             0              12             0              0              0              5              4              1580           0              0              2              30/126         4025           
16             0              12             0              0              0              2              1              1630           0              0              2              33/111         4280           
13             0              12             0              0              0              3              2              1665           0              0              2              29/126         4065           
16             0              12             0              0              0              3              2              1620           0              0              2              29/126         4020           
12             0              12             0              0              0              3              2              1610           0              0              2              30/111         4060           
13             0              12             0              0              0              2              1              1525           0              0              2              31/111         4075           
13             0              12             0              0              0              5              4              1495           0              0              2              27/111         3790           
12             0              12             0              0              0              2              1              1470           0              0              2              30/111         3970           
14             0              12             0              0              0              3              2              1610           0              0              2              33/111         4305           
14             0              12             0              0              0              4              3              1460           0              0              2              29/111         3860           
13             0              12             0              0              0              5              4              1705           0              1              2              32/126         4250           
12             0              12             0              0              0              2              1              1355           0              0              2              28/111         3805           
12             0              12             0              0              0              5              4              1675           0              0              2              30/126         4125           
12             0              12             0              0              0              5              5              1710           0              0              1              29/111         3910           
13             0              12             0              0              0              5              4              1945           0              0              2              27/126         4245           
14             0              12             0              0              0              1              0              1685           0              0              2              30/126         4135           
14             0              12             0              0              0              4              3              1545           0              0              2              31/126         4095           
13             0              12             0              0              0              3              2              1560           0              0              2              31/126         4050           
14             0              12             0              0              0              4              3              1415           0              0              2              29/126         3915           
13             0              12             0              0              0              6              5              1850           0              0              2              29/126         4250           
13             0              12             0              0              0              3              2              1655           0              0              2              31/126         4155           
12             0              12             0              0              0              7              6              1755           0              1              2              34/126         4405           
13             0              12             0              0              0              4              3              1150           0              0              2              24/126         3400           
12             0              12             0              0              0              3              2              1650           0              0              2              29/126         4050           
13             0              12             0              0              0              2              1              1680           0              0              2              33/126         4275           
13             0              12             0              0              0              1              0              1540           0              0              2              29/126         3940           
12             0              12             0              0              0              4              3              1670           0              0              2              33/126         4270           
12             0              12             0              0              0              8              7              1750           0              0              2              34/126         4445           
13             0              12             0              0              0              1              0              1570           0              0              2              30/126         4020           
14             0              12             0              0              0              2              1              1530           0              0              2              28/126         3875           
12             0              12             0              0              0              2              1              1415           0              0              2              27/126         3715           
14             0              12             0              0              0              4              3              1635           0              0              2              26/126         3885           
12             0              12             0              0              0              6              5              1415           0              0              2              28/126         3815           
14             0              12             0              0              0              7              6              1410           0              0              2              28/126         3755           
15             0              12             0              0              0              5              4              1525           0              0              2              30/126         3975           
12             0              12             0              0              0              6              5              1260           0              0              2              29/126         3760           
12             0              12             0              0              0              2              1              1650           0              0              2              30/126         4100           
12             0              12             0              0              0              1              0              1340           0              1              2              27/126         3640           
12             0              12             0              0              0              4              3              1510           0              0              2              30/126         4010           
13             0              12             0              0              0              4              3              1275           0              0              2              26/126         3575           
12             0              12             0              0              0              5              4              1580           0              0              2              29/126         3975           
13             0              12             0              0              0              1              0              1745           0              0              2              30/126         4195           
12             0              12             0              0              0              4              3              1480           0              0              2              30/126         3975           
13             0              12             0              0              0              5              4              1440           0              0              2              27/126         3740           
12             0              12             0              0              0              7              6              1460           0              0              2              30/126         3910           
12             0              12             0              0              0              4              3              1225           0              0              2              28/126         3675           
13             0              12             0              0              0              2              1              1545           0              0              2              31/126         4095           
13             0              12             0              0              0              4              3              1630           0              0              2              31/126         4130           
15             0              12             0              0              0              3              2              1365           0              0              2              28/126         3715           
14             0              12             0              0              0              2              1              1510           0              0              2              34/126         4260           
13             0              12             0              0              0              7              6              1705           0              0              2              34/126         4405           
12             0              12             0              0              0              4              3              1535           0              0              2              29/126         3935           
12             0              12             0              0              0              3              2              1790           0              0              2              31/126         4290           
16             0              12             0              0              0              4              3              1710           0              0              2              30/126         4160           
12             0              12             0              0              0              6              5              1745           0              0              2              31/126         4245           
14             0              12             0              0              0              4              3              1390           0              0              2              31/126         3940           
14             0              12             0              0              0              5              4              1625           0              0              2              32/126         4225           
13             0              12             0              0              0              5              4              1845           0              0              2              31/126         4345           
12             0              12             0              0              0              5              4              1715           0              0              2              29/126         4115           
13             0              12             0              0              0              3              2              1585           0              0              2              32/126         4135           
14             0              12             0              0              0              3              2              1450           0              0              2              31/126         4045           
15             0              12             0              0              0              3              2              1790           0              0              2              33/126         4385           
13             0              12             0              0              0              4              3              2185           0              0              2              35/126         4885           
12             0              12             0              0              0              4              3              1380           0              0              2              30/126         3980           
13             0              12             0              0              0              3              2              1475           0              0              2              29/126         3870           
12             0              12             0              0              0              4              3              1825           0              1              2              31/126         4325           
16             0              12             0              0              0              3              2              1335           0              0              2              29/111         3735           
15             0              12             0              0              0              2              1              1425           0              0              2              30/126         3875           
13             0              12             0              0              0              4              3              1565           0              0              2              28/126         3915           
13             0              12             0              0              0              4              3              1535           0              0              2              31/126         4035           
13             0              12             0              0              0              2              1              1680           0              0              2              31/126         4180           
14             0              12             0              0              0              2              1              1775           0              0              2              32/126         4325           
12             0              12             0              0              0              3              2              1790           0              0              2              31/126         4285           
12             0              12             0              0              0              2              1              1630           0              0              2              32/126         4175           
12             0              12             0              0              0              4              3              1650           0              0              2              33/126         4250           
14             0              12             0              0              0              4              3              1595           0              0              2              32/126         4195           
12             0              12             0              0              0              1              0              1730           0              0              2              31/126         4230           
13             0              12             0              0              0              4              3              1820           0              0              2              30/126         4270           
14             0              12             0              0              0              2              1              1605           0              0              2              28/126         3955           
15             0              12             0              0              0              5              4              1385           0              0              2              30/126         3935           
16             0              12             0              0              0              3              2              1370           0              0              2              28/126         3770           
13             0              12             0              0              0              7              6              1705           0              0              2              32/126         4255           
13             0              12             0              0              0              2              1              1550           0              0              2              31/126         4100           
15             0              12             0              0              0              8              7              1875           0              0              2              30/126         4325           
12             0              12             0              0              0              2              1              1700           0              0              2              30/126         4150           
13             0              12             0              0              0              5              4              1390           0              0              2              29/126         3785           
13             0              12             0              0              0              5              4              1690           0              0              2              25/126         3890           
12             0              12             0              0              0              5              4              1660           0              0              2              31/126         4160           
12             0              12             0              0              0              5              4              1545           0              0              2              30/126         3995           
12             0              12             0              0              0              1              0              1555           0              0              2              32/126         4205           
13             0              12             0              0              0              2              1              1560           0              0              2              30/126         4010           
12             0              12             0              0              0              4              3              1475           0              0              2              31/126         3970           
14             0              12             0              0              0              7              6              1610           0              0              2              33/126         4210           
14             0              12             0              0              0              7              6              1720           0              0              2              30/126         4170           
15             0              12             0              0              0              2              1              1660           0              0              2              31/126         4210           
13             0              12             0              0              0              3              2              1545           0              0              2              27/126         3895           
15             0              12             0              0              0              3              2              1690           0              0              2              31/126         4190           
12             0              12             0              0              0              3              2              1535           0              0              2              32/126         4085           
12             0              12             0              0              0              3              2              1560           0              0              2              31/126         4260           
13             0              12             0              0              0              5              4              1510           0              0              2              28/126         3860           
14             0              12             0              0              0              4              3              1360           0              0              2              29/126         3810           
15             0              12             0              0              0              5              4              1665           0              0              2              32/126         4265           
12             0              12             0              0              0              4              3              1440           0              0              2              30/126         3940           
15             0              12             0              0              0              1              0              1555           0              0              2              31/126         4055           
12             0              12             0              0              0              3              1              1465           0              0              2              29/111         3915           
15             0              12             0              0              0              4              2              1475           0              0              2              28/126         3820           
13             0              12             0              0              0              3              2              1620           0              0              2              31/126         4165           
12             0              12             0              0              0              3              2              1680           0              0              2              30/126         4130           
14             0              12             0              0              0              3              1              1740           0              0              2              31/111         4240           
12             0              12             0              0              0              2              1              1530           0              1              2              30/126         3980           
14             0              12             0              0              0              6              4              1365           0              0              2              28/111         3715           
13             0              12             0              0              0              4              3              1725           0              0              2              36/126         4475           
12             0              12             0              0              0              2              1              1550           0              0              2              30/126         3995           
12             0              12             0              0              0              2              1              1795           0              0              2              32/126         4345           
13             0              12             0              0              0              6              5              1490           0              0              2              31/126         3990           
13             0              12             0              0              0              2              1              1725           0              1              2              33/126         4325           
13             0              12             0              0              0              3              2              1555           0              0              2              31/126         4105           
14             0              12             0              0              0              2              1              1890           0              0              2              33/126         4490           
14             0              12             0              0              0              6              6              1695           0              0              1              29/111         3895           
12             0              12             0              0              0              4              3              1295           0              0              2              30/118         3840           
13             0              12             0              0              0              3              2              1760           0              0              2              33/126         4360           
12             0              12             0              0              0              4              3              1670           0              0              2              29/126         4070           
12             0              12             0              0              0              6              5              1155           0              0              2              31/126         3805           
12             0              12             0              0              0              3              2              1650           0              0              2              30/126         4095           
14             0              12             0              0              0              3              2              1645           0              0              2              31/126         4140           
12             0              12             0              0              0              4              3              1305           0              0              2              28/126         3655           
12             0              12             0              0              0              4              3              1545           0              0              2              29/126         3945           
12             0              12             0              0              0              4              3              1575           0              0              2              30/126         4065           
12             0              12             0              0              0              3              2              1780           0              0              2              30/126         4230           
13             0              12             0              0              0              5              4              1945           0              0              2              28/126         4295           
14             0              12             0              0              0              3              2              1425           0              2              2              34/126         4275           
17             0              12             0              0              0              2              1              1815           0              0              2              31/126         4315           
13             0              12             0              0              0              4              3              1625           0              0              2              30/126         4075           
12             0              12             0              0              0              3              2              1720           0              0              2              29/126         4120           
14             0              12             0              0              0              6              5              1785           0              0              2              31/126         4285           
13             0              12             0              0              0              2              1              1745           0              0              2              32/126         4295           
13             0              12             0              0              0              4              3              1725           0              1              2              34/126         4425           
13             0              12             0              0              0              3              2              1525           0              0              2              32/126         4125           
13             0              12             0              0              0              6              5              1710           0              1              2              33/111         4310           
13             0              12             0              0              0              7              6              1635           0              1              2              32/126         4185           
12             0              12             0              0              0              6              5              1675           0              0              2              32/126         4225           
13             0              12             0              0              0              4              3              2210           0              0              2              34/126         4860           
13             0              12             0              0              0              3              2              1565           0              0              2              30/126         4065           
13             0              12             0              0              0              2              1              1695           0              1              2              33/126         4290           
14             0              12             0              0              0              2              1              1825           0              0              2              32/126         4375           
14             0              12             0              0              0              4              3              1730           0              0              2              33/126         4330           
12             0              12             0              0              0              2              1              1580           0              0              2              31/126         4080           
14             0              12             0              0              0              4              3              1770           0              0              2              32/126         4320           
14             0              12             0              0              0              2              1              1880           0              0              2              33/126         4475           
13             0              12             0              0              0              4              3              1500           0              0              2              30/126         4000           
16             0              12             0              0              0              3              2              1945           0              0              2              32/126         4490           
13             0              12             0              0              0              6              5              1785           0              0              2              28/126         4135           
12             0              12             0              0              0              6              5              1615           0              0              2              29/126         4010           
16             0              12             0              0              0              6              5              1505           0              1              2              28/126         3850           
13             0              12             0              0              0              3              2              1365           0              2              2              34/126         4265           
13             0              12             0              0              0              4              3              1570           0              0              2              31/126         4070           
14             0              12             0              0              0              7              6              1555           0              0              2              31/126         4055           
12             0              12             0              0              0              4              3              1630           0              0              2              29/126         4025           
14             0              12             0              0              0              2              1              1450           0              0              2              28/126         3800           
12             0              12             0              0              0              1              0              1675           0              0              2              29/126         4075           
12             0              12             0              0              0              5              4              1555           0              0              2              31/126         4055           
12             0              12             0              0              0              3              2              1550           0              0              2              30/126         4000           
14             0              12             0              0              0              3              2              1830           0              0              2              34/126         4480           
14             0              12             0              0              0              3              2              1695           0              0              2              31/126         4195           
16             0              12             0              0              0              5              4              1150           0              0              2              29/126         3650           
