SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
16             0              12             0              0              0              3              2              1180           0              0              2              26/126         3630           
15             0              12             0              0              0              5              4              1095           0              0              2              29/126         3695           
14             0              12             0              0              0              4              3              1310           0              0              2              31/126         4005           
13             0              12             0              0              0              4              3              1240           0              1              2              26/126         3640           
15             0              12             0              0              0              4              3              1220           0              0              2              28/126         3820           
17             0              12             0              0              0              3              2              1365           0              0              2              27/126         3815           
12             0              12             0              0              0              5              4              1425           0              0              2              29/126         4025           
14             0              12             0              0              0              5              4              1340           0              0              2              29/126         3890           
13             0              12             0              0              0              2              1              1655           0              0              2              28/126         4205           
14             0              12             0              0              0              4              3              1390           0              0              2              30/126         4040           
17             0              12             0              0              0              4              3              1285           0              0              2              24/126         3635           
14             0              12             0              0              0              5              4              1345           0              0              2              28/126         3895           
12             0              12             0              0              0              4              3              1415           0              0              2              27/126         3915           
12             0              12             0              0              0              3              2              1245           0              0              2              25/126         3645           
12             0              12             0              0              0              3              2              1115           0              0              2              27/126         3615           
12             0              12             0              0              0              5              4              1340           0              0              2              26/126         3790           
13             0              12             0              0              0              2              1              1560           0              0              2              27/126         4060           
12             0              12             0              0              0              3              2              1260           0              1              2              26/126         3660           
12             0              12             0              0              0              2              1              1085           0              0              2              27/126         3585           
17             0              12             0              0              0              3              2              1380           0              0              2              26/126         3825           
13             0              12             0              0              0              5              4              1320           0              1              2              27/126         3770           
17             0              12             0              0              0              7              6              1320           0              0              2              25/126         3670           
13             0              12             0              0              0              4              3              1205           0              0              2              26/126         3650           
15             0              12             0              0              0              3              2              1360           0              0              2              26/126         3805           
14             0              12             0              0              0              5              4              1255           0              0              2              25/126         3605           
13             0              12             0              0              0              3              2              1095           0              0              2              28/126         3640           
13             0              12             0              0              0              3              2              1450           0              0              2              28/126         4000           
15             0              12             0              0              0              3              2              1310           0              0              2              26/126         3710           
16             0              12             0              0              0              6              5              1100           0              0              2              31/126         3795           
14             0              12             0              0              0              6              5              950            0              0              2              28/126         3550           
16             0              12             0              0              0              1              0              1200           0              0              2              27/126         3700           
14             0              12             0              0              0              3              2              1330           0              0              2              26/126         3780           
12             0              12             0              0              0              3              2              1120           0              0              2              28/126         3670           
13             0              12             0              0              0              4              3              1170           0              0              2              28/126         3720           
14             0              12             0              0              0              4              3              1190           0              0              2              27/126         3690           
14             0              12             0              0              0              5              4              1465           0              0              2              25/126         3865           
13             0              12             0              0              0              5              4              1205           0              0              2              26/126         3655           
13             0              12             0              0              0              5              4              1170           0              1              2              27/126         3620           
14             0              12             0              0              0              4              3              1170           0              0              2              27/126         3670           
13             0              12             0              0              0              2              1              1520           0              0              2              30/126         4170           
13             0              12             0              0              0              1              0              1585           0              1              2              30/126         4235           
15             0              12             0              0              0              6              5              1170           0              0              2              29/126         3770           
15             0              12             0              0              0              2              1              1330           0              0              2              28/126         3880           
13             0              12             0              0              0              4              3              1460           0              0              2              26/126         3910           
13             0              12             0              0              0              4              3              1180           0              0              2              27/126         3670           
13             0              12             0              0              0              3              2              1465           0              0              2              31/126         4165           
14             0              12             0              0              0              1              0              1110           0              0              2              26/126         3555           
16             0              12             0              0              0              6              5              1595           0              0              2              28/126         4095           
16             0              12             0              0              0              5              4              1280           0              0              2              28/126         3775           
14             0              12             0              0              0              3              2              1290           0              0              2              29/126         3890           
12             0              12             0              0              0              5              4              1345           0              0              2              27/126         3795           
17             0              12             0              0              0              4              3              1230           0              0              2              26/126         3625           
12             0              12             0              0              0              3              2              1165           0              0              2              25/126         3565           
12             0              12             0              0              0              6              5              1235           0              0              2              29/126         3835           
13             0              12             0              0              0              2              1              1535           0              0              2              28/126         4085           
14             0              12             0              0              0              7              6              1175           0              0              2              26/126         3625           
13             0              12             0              0              0              5              4              1335           0              0              2              26/126         3780           
13             0              12             0              0              0              5              4              1090           0              1              2              30/126         3735           
13             0              12             0              0              0              5              4              1270           0              0              2              25/126         3670           
14             0              12             0              0              0              4              3              1210           0              0              2              30/126         3860           
12             0              12             0              0              0              4              3              1445           0              0              2              28/126         3995           
14             0              12             0              0              0              4              3              1290           0              0              2              26/126         3740           
13             0              12             0              0              0              6              5              1250           0              0              2              28/126         3800           
14             0              12             0              0              0              5              4              1260           0              0              2              26/126         3660           
15             0              12             0              0              0              5              4              1175           0              1              2              27/126         3625           
13             0              12             0              0              0              7              6              1230           0              0              2              25/126         3625           
13             0              12             0              0              0              2              1              1325           0              1              2              28/126         3825           
18             0              12             0              0              0              1              0              1165           0              0              2              27/126         3665           
15             0              12             0              0              0              4              3              1590           0              0              2              29/126         4185           
13             0              12             0              0              0              4              3              1455           0              0              2              26/126         3905           
15             0              12             0              0              0              3              2              1280           0              0              2              27/126         3780           
13             0              12             0              0              0              2              1              1480           0              0              2              30/126         4130           
14             0              12             0              0              0              3              2              1450           0              0              2              26/126         3900           
14             0              12             0              0              0              3              2              1260           0              1              2              27/126         3710           
15             0              12             0              0              0              3              2              1325           0              0              2              27/126         3825           
14             0              12             0              0              0              5              4              1325           0              0              2              26/126         3775           
14             0              12             0              0              0              3              2              1215           0              1              2              30/126         3815           
13             0              12             0              0              0              7              6              1410           0              0              2              28/126         3960           
14             0              12             0              0              0              4              3              1380           0              0              2              27/126         3880           
13             0              12             0              0              0              1              0              1385           0              0              2              26/126         3835           
12             0              12             0              0              0              3              2              1215           0              0              2              28/126         3715           
12             0              12             0              0              0              1              0              1590           0              0              2              28/126         4140           
14             0              12             0              0              0              3              2              1315           0              0              2              27/126         3810           
17             0              12             0              0              0              3              2              1225           0              0              2              26/126         3675           
16             0              12             0              0              0              6              5              1130           0              0              2              26/126         3580           
16             0              12             0              0              0              3              2              1290           0              0              2              27/126         3790           
14             0              12             0              0              0              3              2              1215           0              1              2              26/126         3605           
12             0              12             0              0              0              7              6              1260           0              0              2              29/126         3855           
15             0              12             0              0              0              4              3              1515           0              0              2              25/126         3915           
13             0              12             0              0              0              4              3              1200           0              0              2              29/126         3800           
13             0              12             0              0              0              3              2              1350           0              0              2              27/126         3850           
14             0              12             0              0              0              3              2              1355           0              0              2              25/126         3755           
15             0              12             0              0              0              2              1              1235           0              0              2              28/126         3785           
13             0              12             0              0              0              4              3              1120           0              0              2              27/126         3670           
16             0              12             0              0              0              2              1              1180           0              0              2              26/126         3630           
14             0              12             0              0              0              3              2              1185           0              0              2              26/126         3635           
12             0              12             0              0              0              2              1              1285           0              0              2              29/126         3880           
13             0              12             0              0              0              4              3              1290           0              0              2              28/126         3840           
13             0              12             0              0              0              3              2              1075           0              0              2              26/126         3520           
14             0              12             0              0              0              4              3              1565           0              0              2              27/126         4065           
15             0              12             0              0              0              10             9              1150           0              0              2              25/126         3550           
14             0              12             0              0              0              2              1              1215           0              0              2              28/126         3715           
15             0              12             0              0              0              2              1              1420           0              0              2              26/126         3870           
14             0              12             0              0              0              3              2              1020           0              0              2              26/126         3470           
12             0              12             0              0              0              3              2              1840           0              0              2              33/126         4640           
17             0              12             0              0              0              3              2              1260           0              0              2              27/126         3760           
16             0              12             0              0              0              4              3              1105           0              1              2              28/126         3655           
15             0              12             0              0              0              4              3              1235           0              0              2              26/126         3685           
15             0              12             0              0              0              4              3              1280           0              0              2              27/126         3780           
13             0              12             0              0              0              5              4              1285           0              0              2              27/126         3735           
15             0              12             0              0              0              2              1              1395           0              0              2              27/126         3895           
14             0              12             0              0              0              4              3              1455           0              0              2              27/126         3950           
14             0              12             0              0              0              6              5              1420           0              0              2              27/126         3915           
15             0              12             0              0              0              4              3              1285           0              0              2              25/126         3680           
12             0              12             0              0              0              2              1              1450           0              0              2              28/126         4000           
14             0              12             0              0              0              3              2              1670           0              0              2              30/126         4320           
14             0              12             0              0              0              6              5              1085           0              1              2              28/126         3585           
12             0              12             0              0              0              2              1              1140           0              1              2              28/126         3640           
15             0              12             0              0              0              5              4              1245           0              0              2              26/126         3695           
13             0              12             0              0              0              1              0              1215           0              1              2              30/126         3865           
15             0              12             0              0              0              5              4              1180           0              0              2              27/126         3630           
13             0              12             0              0              0              2              1              1285           0              0              2              29/126         3885           
14             0              12             0              0              0              6              5              1250           0              1              2              26/126         3650           
13             0              12             0              0              0              4              3              1160           0              0              2              28/126         3710           
13             0              12             0              0              0              1              0              1380           0              0              2              26/126         3830           
14             0              12             0              0              0              6              5              1110           0              0              2              29/126         3760           
14             0              12             0              0              0              2              1              1285           0              0              2              30/126         3935           
16             0              12             0              0              0              9              8              1300           0              0              2              25/126         3650           
13             0              12             0              0              0              3              2              1315           0              0              2              28/126         3860           
12             0              12             0              0              0              4              3              1260           0              1              2              25/126         3610           
15             0              12             0              0              0              4              3              1270           0              1              2              25/126         3615           
15             0              12             0              0              0              6              5              1290           0              0              2              27/126         3740           
15             0              12             0              0              0              4              3              1195           0              1              2              27/126         3645           
14             0              12             0              0              0              4              3              1240           0              1              2              27/126         3740           
16             0              12             0              0              0              2              1              1415           0              0              2              26/126         3865           
12             0              12             0              0              0              4              3              1275           0              0              2              28/126         3825           
15             0              12             0              0              0              6              5              1535           0              0              2              30/126         4135           
12             0              12             0              0              0              2              1              1800           0              0              2              31/126         4500           
13             0              12             0              0              0              1              0              1110           0              1              2              29/126         3655           
14             0              12             0              0              0              3              2              1400           0              0              2              31/126         4100           
14             0              12             0              0              0              3              2              1290           0              0              2              27/126         3790           
14             0              12             0              0              0              3              2              1215           0              0              2              29/126         3760           
12             0              12             0              0              0              5              4              1105           0              0              2              26/126         3555           
12             0              12             0              0              0              1              0              1300           0              0              2              25/126         3700           
15             0              12             0              0              0              5              4              1235           0              0              2              29/126         3835           
15             0              12             0              0              0              5              4              1195           0              0              2              28/126         3795           
16             0              12             0              0              0              5              4              1475           0              0              2              26/126         3925           
12             0              12             0              0              0              2              1              1835           0              0              2              37/126         4785           
14             0              12             0              0              0              4              3              1230           0              0              2              27/126         3730           
16             0              12             0              0              0              3              2              1360           0              0              2              27/126         3860           
14             0              12             0              0              0              4              3              1310           0              0              2              25/126         3660           
12             0              12             0              0              0              5              4              1200           0              0              2              28/126         3745           
16             0              12             0              0              0              6              5              1285           0              0              2              25/126         3630           
15             0              12             0              0              0              3              2              1205           0              1              2              25/126         3550           
15             0              12             0              0              0              2              1              1210           0              1              2              26/126         3610           
15             0              12             0              0              0              5              4              1265           0              0              2              28/126         3815           
14             0              12             0              0              0              4              3              1445           0              0              2              27/126         3945           
16             0              12             0              0              0              5              4              1365           0              0              2              26/126         3815           
15             0              12             0              0              0              3              2              1095           0              0              2              28/126         3640           
13             0              12             0              0              0              4              3              1310           0              1              2              27/126         3760           
13             0              12             0              0              0              1              0              1280           0              0              2              29/126         3880           
15             0              12             0              0              0              5              4              1145           0              0              2              27/126         3645           
15             0              12             0              0              0              3              2              1060           0              0              2              27/126         3560           
12             0              12             0              0              0              6              5              1300           0              0              2              26/126         3745           
14             0              12             0              0              0              4              3              1275           0              0              2              26/126         3725           
14             0              12             0              0              0              5              4              1215           0              0              2              26/126         3665           
13             0              12             0              0              0              3              2              1160           0              0              2              29/126         3760           
12             0              12             0              0              0              3              2              1415           0              0              2              26/126         3810           
15             0              12             0              0              0              5              4              1195           0              0              2              27/126         3645           
14             0              12             0              0              0              2              1              1050           0              0              2              26/126         3450           
14             0              12             0              0              0              2              1              1150           0              1              2              27/126         3595           
15             0              12             0              0              0              8              7              1245           0              1              2              30/126         3840           
14             0              12             0              0              0              5              4              1320           0              1              2              25/126         3660           
14             0              12             0              0              0              5              4              1250           0              0              2              26/126         3700           
15             0              12             0              0              0              5              4              1215           0              0              2              24/126         3565           
14             0              12             0              0              0              3              2              1565           0              0              2              28/126         4115           
12             0              12             0              0              0              3              2              1385           0              0              2              26/126         3835           
15             0              12             0              0              0              4              3              1415           0              0              2              28/126         3960           
15             0              12             0              0              0              4              3              1130           0              0              2              27/126         3630           
14             0              12             0              0              0              4              3              1270           0              0              2              26/126         3720           
14             0              12             0              0              0              6              5              1265           0              0              2              26/126         3665           
12             0              12             0              0              0              6              5              1250           0              0              2              28/126         3800           
13             0              12             0              0              0              6              5              1025           0              1              2              27/126         3525           
13             0              12             0              0              0              5              4              1230           0              0              2              26/126         3630           
13             0              12             0              0              0              5              4              1240           0              0              2              31/126         3990           
14             0              12             0              0              0              3              2              1400           0              0              2              27/126         3700           
12             0              12             0              0              0              5              4              1190           0              0              2              26/126         3640           
15             0              12             0              0              0              2              1              1525           0              0              2              28/126         3870           
13             0              12             0              0              0              4              3              1430           0              0              2              27/126         3730           
12             0              12             0              0              0              5              4              1220           0              0              2              29/126         3820           
12             0              12             0              0              0              1              0              1290           0              0              2              26/126         3690           
12             0              12             0              0              0              3              2              1395           0              0              2              28/126         3945           
14             0              12             0              0              0              3              2              1225           0              0              2              27/126         3725           
13             0              12             0              0              0              1              0              1500           0              0              2              23/126         3595           
14             0              12             0              0              0              1              0              1205           0              1              2              29/126         3755           
15             0              12             0              0              0              4              3              1715           0              0              2              27/126         4010           
13             0              12             0              0              0              5              4              1335           0              0              2              32/126         4085           
13             0              12             0              0              0              3              2              1440           0              0              2              25/126         3640           
13             0              12             0              0              0              5              4              1490           0              0              2              25/126         3685           
12             0              12             0              0              0              6              5              1790           0              0              2              26/126         4030           
12             0              12             0              0              0              6              5              1580           0              0              2              25/126         3780           
14             0              12             0              0              0              6              5              1560           0              0              2              24/126         3710           
13             0              12             0              0              0              7              6              1290           0              0              2              25/126         3690           
16             0              12             0              0              0              2              1              1595           0              0              2              27/126         3895           
14             0              12             0              0              0              6              5              1140           0              0              2              25/126         3540           
14             0              12             0              0              0              4              3              1355           0              0              2              28/126         3905           
13             0              12             0              0              0              2              1              1635           0              1              2              29/126         4035           
13             0              12             0              0              0              4              3              1495           0              0              2              23/126         3595           
16             0              12             0              0              0              4              3              1545           0              0              2              26/126         3795           
14             0              12             0              0              0              4              3              1445           0              0              2              25/126         3845           
14             0              12             0              0              0              3              2              1360           0              0              2              27/126         3860           
12             0              12             0              0              0              4              3              1580           0              0              2              24/126         3730           
14             0              12             0              0              0              4              3              1250           0              0              2              26/126         3650           
13             0              12             0              0              0              4              3              1250           0              1              2              30/126         3850           
